field,G;intensity,a.u.
3183.01;2621
3183.11;2616
3183.21;2614
3183.31;2614
3183.41;2616
3183.51;2613
3183.61;2616
3183.71;2617
3183.81;2619
3183.91;2617
3184.01;2617
3184.11;2610
3184.21;2606
3184.31;2600
3184.41;2598
3184.51;2595
3184.61;2591
3184.71;2585
3184.81;2582
3184.91;2582
3185.01;2582
3185.11;2582
3185.21;2585
3185.31;2585
3185.41;2588
3185.51;2588
3185.61;2589
3185.71;2589
3185.81;2589
3185.91;2589
3186.01;2587
3186.11;2583
3186.21;2582
3186.31;2578
3186.41;2575
3186.51;2570
3186.61;2565
3186.71;2560
3186.81;2561
3186.91;2559
3187.01;2558
3187.11;2559
3187.21;2557
3187.31;2558
3187.41;2557
3187.51;2556
3187.61;2553
3187.71;2554
3187.81;2547
3187.91;2543
3188.01;2540
3188.11;2537
3188.21;2535
3188.31;2535
3188.41;2532
3188.51;2534
3188.61;2534
3188.71;2535
3188.81;2540
3188.91;2544
3189.01;2541
3189.11;2540
3189.21;2538
3189.31;2536
3189.41;2531
3189.51;2528
3189.61;2522
3189.71;2519
3189.81;2515
3189.91;2518
3190.01;2514
3190.11;2512
3190.21;2512
3190.31;2512
3190.41;2511
3190.51;2516
3190.61;2515
3190.71;2512
3190.81;2510
3190.91;2511
3191.02;2509
3191.12;2509
3191.22;2507
3191.32;2501
3191.42;2500
3191.52;2493
3191.62;2490
3191.72;2488
3191.82;2491
3191.92;2489
3192.02;2491
3192.12;2488
3192.22;2489
3192.32;2485
3192.42;2482
3192.52;2481
3192.62;2481
3192.72;2477
3192.82;2474
3192.92;2472
3193.02;2472
3193.12;2469
3193.22;2472
3193.32;2474
3193.42;2474
3193.52;2476
3193.62;2481
3193.72;2481
3193.82;2481
3193.92;2483
3194.02;2481
3194.12;2475
